CHILDCODE	LANDIDR5	TOTLNDR5	LUPLTAR5	PLTUSAR5	PRIRRR5	TOTINDR5	LUPLTNR5	USEINDR5
70049	4	0	 	 	 	 	 	 
70049	5	0	 	 	 	0	 	 
70050	1	3	4	5	5	1000	4	2
70050	2	0	 	 	 	0	 	 
70050	3	0	 	 	 	0	 	 
70050	4	0	 	 	 	 	 	 
70050	5	.25	4	6	5	0	 	 
70051	1	5	4	5	5	1000	17	1
70051	2	0	 	 	 	0	 	 
70051	3	0	 	 	 	0	 	 
70051	4	0	 	 	 	 	 	 
70051	5	.25	4	6	5	0	 	 
70052	1	.5	4	6	5	0	 	 
70052	2	.25	4	5	5	0	 	 
70052	3	0	 	 	 	12	17	1
70052	4	0	 	 	 	 	 	 
70052	5	0	 	 	 	0	 	 
70054	1	4	4	5	1	1000	17	2
70054	2	.5	4	5	5	0	 	 
70054	3	0	 	 	 	0	 	 
70054	4	2	4	5	5	 	 	 
70054	5	0	 	 	 	0	 	 
70056	1	4	4	5	1	1	4	3
70056	2	0	 	 	 	0	 	 
70056	3	0	 	 	 	0	 	 
70056	4	3	4	5	5	 	 	 
70056	5	0	 	 	 	0	 	 
70057	1	12500	17	5	5	1250	17	3
70057	2	0	 	 	 	0	 	 
70057	3	0	 	 	 	0	 	 
70057	4	0	 	 	 	 	 	 
70057	5	0	 	 	 	0	 	 
70058	1	4	4	5	5	1000	17	2
70058	2	0	 	 	 	0	 	 
70058	3	0	 	 	 	0	 	 
70058	4	0	 	 	 	 	 	 
70058	5	0	 	 	 	0	 	 
70059	1	3	4	5	1	1000	17	3
70059	2	0	 	 	 	0	 	 
70059	3	0	 	 	 	0	 	 
70059	4	0	 	 	 	 	 	 
70059	5	0	 	 	 	0	 	 
70060	1	2	4	5	5	1000	17	2
70060	2	0	 	 	 	0	 	 
70060	3	0	 	 	 	0	 	 
70060	4	.129999995231628	4	5	5	 	 	 
70060	5	.25	4	6	5	0	 	 
70061	1	5.75	4	5	2	1000	17	3
70061	2	0	 	 	 	0	 	 
70061	3	0	 	 	 	0	 	 
70061	4	3	4	5	5	 	 	 
70061	5	0	 	 	 	0	 	 
70062	1	4	4	5	5	1000	4	3
70062	2	0	 	 	 	0	 	 
70062	3	0	 	 	 	0	 	 
70062	4	0	 	 	 	 	 	 
70062	5	0	 	 	 	0	 	 
70063	1	2.5	4	5	5	.25	4	3
70063	2	0	 	 	 	0	 	 
70063	3	0	 	 	 	0	 	 
70063	4	2	4	5	5	 	 	 
70063	5	0	 	 	 	0	 	 
70064	1	7500	17	5	5	1000	17	3
70064	2	0	 	 	 	0	 	 
70064	3	0	 	 	 	0	 	 
70064	4	5000	17	5	5	 	 	 
70064	5	0	 	 	 	0	 	 
70065	1	2	2	11	5	1000	17	3
70065	2	0	 	 	 	0	 	 
70065	3	0	 	 	 	0	 	 
70065	4	0	 	 	 	 	 	 
70065	5	0	 	 	 	0	 	 
70067	1	5	4	5	5	1000	17	1
70067	2	0	 	 	 	0	 	 
70067	3	0	 	 	 	0	 	 
70067	4	0	 	 	 	 	 	 
70067	5	0	 	 	 	0	 	 
70068	1	10000	17	5	1	1000	17	3
70068	2	0	 	 	 	0	 	 
70068	3	0	 	 	 	0	 	 
70068	4	0	 	 	 	 	 	 
70068	5	0	 	 	 	0	 	 
70069	1	7	4	5	5	2000	17	3
70069	2	0	 	 	 	0	 	 
70069	3	0	 	 	 	0	 	 
70069	4	0	 	 	 	 	 	 
70069	5	0	 	 	 	0	 	 
70070	1	2	4	5	5	1000	17	1
70070	2	0	 	 	 	0	 	 
70070	3	0	 	 	 	0	 	 
70070	4	1	4	5	5	 	 	 
70070	5	0	 	 	 	0	 	 
70071	1	3.5	4	5	5	1000	17	1
70071	2	0	 	 	 	0	 	 
70071	3	0	 	 	 	0	 	 
70071	4	2	4	5	5	 	 	 
70071	5	0	 	 	 	0	 	 
70072	1	 	 	 	 	0	 	 
70072	2	 	 	 	 	0	 	 
70072	3	 	 	 	 	25	17	1
70072	4	 	 	 	 	 	 	 
70072	5	 	 	 	 	0	 	 
70073	1	3	4	5	5	1000	17	2
70073	2	0	 	 	 	0	 	 
70073	3	0	 	 	 	0	 	 
70073	4	1	4	5	5	 	 	 
70073	5	1.5	4	6	5	0	 	 
70074	1	10000	17	5	5	1250	17	3
70074	2	0	 	 	 	0	 	 
70074	3	5000	17	5	2	0	 	 
70074	4	0	 	 	 	 	 	 
70074	5	0	 	 	 	0	 	 
70075	1	5000	17	6	5	500	17	2
70075	2	0	 	 	 	0	 	 
70075	3	0	 	 	 	0	 	 
70075	4	5000	17	5	5	 	 	 
70075	5	0	 	 	 	0	 	 
70076	1	5000	17	5	5	1000	17	3
70076	2	0	 	 	 	0	 	 
70076	3	0	 	 	 	0	 	 
70076	4	0	 	 	 	 	 	 
70076	5	0	 	 	 	0	 	 
70077	1	2	4	5	5	1000	17	2
70077	2	0	 	 	 	0	 	 
70077	3	0	 	 	 	0	 	 
70077	4	0	 	 	 	 	 	 
70077	5	0	 	 	 	0	 	 
70078	1	2	4	5	5	1000	17	1
70078	2	0	 	 	 	0	 	 
70078	3	0	 	 	 	0	 	 
70078	4	0	 	 	 	 	 	 
70078	5	0	 	 	 	0	 	 
70079	1	2	2	5	5	250	17	1
70079	2	0	 	 	 	0	 	 
70079	3	0	 	 	 	0	 	 
70079	4	0	 	 	 	 	 	 
70079	5	0	 	 	 	0	 	 
70080	1	1	4	5	5	0	 	 
70080	2	0	 	 	 	.5	4	2
70080	3	0	 	 	 	0	 	 
70080	4	2	4	5	5	 	 	 
70080	5	0	 	 	 	0	 	 
70081	1	2	4	5	5	1	4	1
70081	2	0	 	 	 	0	 	 
70081	3	0	 	 	 	0	 	 
70081	4	0	 	 	 	 	 	 
70081	5	0	 	 	 	0	 	 
70082	1	5.5	4	5	5	1	4	3
70082	2	1	4	5	5	0	 	 
70082	3	0	 	 	 	0	 	 
70082	4	0	 	 	 	 	 	 
70082	5	0	 	 	 	0	 	 
70083	1	6	4	5	5	1000	17	2
70083	2	0	 	 	 	0	 	 
70083	3	0	 	 	 	0	 	 
70083	4	2	4	5	5	 	 	 
70083	5	.25	4	6	5	0	 	 
70084	1	4	4	5	5	1	4	1
70084	2	0	 	 	 	0	 	 
70084	3	0	 	 	 	0	 	 
70084	4	0	 	 	 	 	 	 
70084	5	0	 	 	 	0	 	 
70085	1	1	4	5	5	1000	17	7
70085	2	0	 	 	 	0	 	 
70085	3	0	 	 	 	1000	17	1
70085	4	0	 	 	 	 	 	 
70085	5	0	 	 	 	0	 	 
70086	1	2	4	5	5	1000	17	2
70086	2	0	 	 	 	0	 	 
70086	3	0	 	 	 	0	 	 
70086	4	.5	4	5	5	 	 	 
70086	5	0	 	 	 	0	 	 
70087	1	3.5	4	10	5	0	 	 
70087	2	0	 	 	 	1000	17	2
70087	3	0	 	 	 	0	 	 
70087	4	0	 	 	 	 	 	 
70087	5	0	 	 	 	0	 	 
70088	1	4	4	5	5	1000	17	3
70088	2	0	 	 	 	0	 	 
70088	3	0	 	 	 	0	 	 
70088	4	1	4	5	5	 	 	 
70088	5	0	 	 	 	0	 	 
70089	1	4	4	5	5	1	4	3
70089	2	0	 	 	 	0	 	 
70089	3	0	 	 	 	0	 	 
70089	4	0	 	 	 	 	 	 
70089	5	0	 	 	 	0	 	 
70090	1	2	4	5	5	1000	17	3
70090	2	0	 	 	 	0	 	 
70090	3	0	 	 	 	0	 	 
70090	4	0	 	 	 	 	 	 
70090	5	0	 	 	 	0	 	 
70091	1	3	4	5	5	1000	17	3
70091	2	0	 	 	 	0	 	 
70091	3	0	 	 	 	0	 	 
70091	4	0	 	 	 	 	 	 
70091	5	0	 	 	 	0	 	 
70092	1	1	4	5	5	0	 	 
70092	2	0	 	 	 	0	 	 
70092	3	0	 	 	 	80	17	1
70092	4	0	 	 	 	 	 	 
70092	5	0	 	 	 	0	 	 
70094	1	.5	4	5	5	0	 	 
70094	2	0	 	 	 	500	17	1
70094	3	0	 	 	 	0	 	 
70094	4	2	4	5	5	 	 	 
70094	5	0	 	 	 	0	 	 
70096	1	3	4	5	5	500	17	3
70096	2	0	 	 	 	0	 	 
70096	3	0	 	 	 	0	 	 
70096	4	0	 	 	 	 	 	 
70096	5	0	 	 	 	0	 	 
70097	1	12500	17	10	5	1000	17	2
70097	2	0	 	 	 	0	 	 
70097	3	0	 	 	 	0	 	 
70097	4	0	 	 	 	 	 	 
70097	5	0	 	 	 	0	 	 
70098	1	10000	17	5	5	1000	17	3
70098	2	0	 	 	 	0	 	 
70098	3	0	 	 	 	0	 	 
70098	4	0	 	 	 	 	 	 
70098	5	0	 	 	 	0	 	 
70099	1	12500	17	5	5	1000	17	2
70099	2	0	 	 	 	0	 	 
70099	3	0	 	 	 	0	 	 
70099	4	0	 	 	 	 	 	 
70099	5	0	 	 	 	0	 	 
70100	1	10000	17	5	1	1000	17	2
70100	2	0	 	 	 	0	 	 
70100	3	0	 	 	 	0	 	 
70100	4	0	 	 	 	 	 	 
70100	5	0	 	 	 	0	 	 
80001	1	4	5	5	5	1	5	3
80001	2	0	 	 	 	0	 	 
80001	3	0	 	 	 	0	 	 
80001	4	0	 	 	 	 	 	 
80001	5	0	 	 	 	0	 	 
80002	1	1	5	5	5	250	17	1
80002	2	0	 	 	 	0	 	 
80002	3	0	 	 	 	0	 	 
80002	4	0	 	 	 	 	 	 
80002	5	0	 	 	 	0	 	 
80003	1	4	5	5	3	.5	5	3
80003	2	0	 	 	 	0	 	 
80003	3	0	 	 	 	0	 	 
80003	4	0	 	 	 	 	 	 
80003	5	0	 	 	 	0	 	 
80004	1	3	5	5	5	500	17	3
80004	2	0	 	 	 	0	 	 
80004	3	0	 	 	 	0	 	 
80004	4	0	 	 	 	 	 	 
80004	5	0	 	 	 	0	 	 
80005	1	7	5	5	5	600	17	3
80005	2	0	 	 	 	0	 	 
80005	3	0	 	 	 	0	 	 
80005	4	0	 	 	 	 	 	 
80005	5	0	 	 	 	0	 	 
80006	1	2	5	5	5	1000	17	3
80006	2	0	 	 	 	0	 	 
80006	3	0	 	 	 	0	 	 
80006	4	0	 	 	 	 	 	 
80006	5	0	 	 	 	0	 	 
80007	1	3	5	5	5	1600	17	3
80007	2	0	 	 	 	0	 	 
80007	3	0	 	 	 	0	 	 
80007	4	0	 	 	 	 	 	 
80007	5	0	 	 	 	0	 	 
80008	1	3	2	5	5	300	17	3
80008	2	0	 	 	 	0	 	 
80008	3	0	 	 	 	0	 	 
80008	4	2	5	5	4	 	 	 
80008	5	0	 	 	 	0	 	 
80009	1	1	5	5	5	.5	5	3
80009	2	0	 	 	 	0	 	 
80009	3	0	 	 	 	0	 	 
80009	4	0	 	 	 	 	 	 
80009	5	0	 	 	 	0	 	 
80010	1	1	5	5	5	1000	17	3
80010	2	0	 	 	 	0	 	 
80010	3	0	 	 	 	0	 	 
80010	4	0	 	 	 	 	 	 
80010	5	0	 	 	 	0	 	 
80011	1	4	4	5	3	500	17	3
80011	2	0	 	 	 	0	 	 
80011	3	0	 	 	 	0	 	 
80011	4	0	 	 	 	 	 	 
80011	5	0	 	 	 	0	 	 
80012	1	5	4	5	5	1	4	3
80012	2	0	 	 	 	0	 	 
80012	3	2	4	5	5	0	 	 
80012	4	0	 	 	 	 	 	 
80012	5	3	4	13	5	0	 	 
80013	1	4	5	5	2	500	17	3
80013	2	0	 	 	 	0	 	 
80013	3	0	 	 	 	0	 	 
80013	4	0	 	 	 	 	 	 
80013	5	0	 	 	 	0	 	 
80014	1	3	4	5	5	1000	17	3
80014	2	0	 	 	 	0	 	 
80014	3	0	 	 	 	0	 	 
80014	4	0	 	 	 	 	 	 
80014	5	0	 	 	 	0	 	 
80015	1	0	 	 	 	.5	5	3
80015	2	0	 	 	 	0	 	 
80015	3	1	5	5	5	0	 	 
80015	4	1	5	5	5	 	 	 
80015	5	0	 	 	 	0	 	 
80016	1	1	5	5	5	1	5	3
80016	2	0	 	 	 	0	 	 
80016	3	1	5	5	5	0	 	 
80016	4	1	5	5	5	 	 	 
80016	5	0	 	 	 	0	 	 
80017	1	6	4	5	5	1000	17	3
80017	2	0	 	 	 	0	 	 
80017	3	0	 	 	 	0	 	 
80017	4	0	 	 	 	 	 	 
80017	5	0	 	 	 	0	 	 
80018	1	6	5	5	1	1000	17	3
80018	2	0	 	 	 	0	 	 
80018	3	0	 	 	 	0	 	 
80018	4	0	 	 	 	 	 	 
80018	5	0	 	 	 	0	 	 
80019	1	4	4	5	5	1000	17	3
80019	2	0	 	 	 	0	 	 
80019	3	0	 	 	 	0	 	 
80019	4	0	 	 	 	 	 	 
80019	5	0	 	 	 	0	 	 
80020	1	2	5	5	5	.25	5	3
80020	2	0	 	 	 	0	 	 
80020	3	0	 	 	 	0	 	 
80020	4	0	 	 	 	 	 	 
80020	5	0	 	 	 	0	 	 
80021	1	4	5	5	1	1	5	3
80021	2	0	 	 	 	0	 	 
80021	3	0	 	 	 	0	 	 
80021	4	0	 	 	 	 	 	 
80021	5	0	 	 	 	0	 	 
80022	1	5.25	5	5	5	500	17	3
80022	2	0	 	 	 	0	 	 
80022	3	0	 	 	 	0	 	 
80022	4	0	 	 	 	 	 	 
80022	5	0	 	 	 	0	 	 
80023	1	1	5	5	5	600	17	3
80023	2	0	 	 	 	0	 	 
80023	3	3	5	5	5	0	 	 
80023	4	0	 	 	 	 	 	 
80023	5	0	 	 	 	0	 	 
80024	1	2	5	5	5	1000	17	3
80024	2	0	 	 	 	0	 	 
80024	3	0	 	 	 	0	 	 
80024	4	0	 	 	 	 	 	 
80024	5	0	 	 	 	0	 	 
80025	1	0	 	 	 	1000	17	3
80025	2	0	 	 	 	0	 	 
80025	3	0	 	 	 	0	 	 
80025	4	0	 	 	 	 	 	 
80025	5	0	 	 	 	0	 	 
80027	1	2	4	5	5	1000	17	3
80027	2	0	 	 	 	0	 	 
80027	3	0	 	 	 	0	 	 
80027	4	0	 	 	 	 	 	 
80027	5	0	 	 	 	0	 	 
80028	1	3	4	5	5	1000	17	3
80028	2	0	 	 	 	0	 	 
80028	3	0	 	 	 	0	 	 
80028	4	2	4	5	5	 	 	 
80028	5	0	 	 	 	0	 	 
80029	1	1	4	5	5	1000	17	3
80029	2	0	 	 	 	0	 	 
80029	3	1	4	5	5	0	 	 
80029	4	0	 	 	 	 	 	 
80029	5	0	 	 	 	0	 	 
80030	1	2	5	5	5	800	17	3
80030	2	0	 	 	 	0	 	 
80030	3	0	 	 	 	0	 	 
80030	4	0	 	 	 	 	 	 
80030	5	0	 	 	 	0	 	 
80031	1	6	4	5	4	1000	17	3
80031	2	0	 	 	 	0	 	 
80031	3	0	 	 	 	0	 	 
80031	4	0	 	 	 	 	 	 
80031	5	0	 	 	 	0	 	 
80032	1	6	4	5	1	600	17	3
80032	2	0	 	 	 	0	 	 
80032	3	0	 	 	 	0	 	 
80032	4	0	 	 	 	 	 	 
80032	5	0	 	 	 	0	 	 
80033	1	1	4	5	4	1000	17	3
80033	2	0	 	 	 	0	 	 
80033	3	1	4	5	4	0	 	 
80033	4	3	4	5	5	 	 	 
80033	5	0	 	 	 	0	 	 
80034	1	2.5	5	5	2	1	5	3
80034	2	0	 	 	 	0	 	 
80034	3	0	 	 	 	0	 	 
80034	4	2	5	5	5	 	 	 
80034	5	0	 	 	 	0	 	 
80035	1	7	5	5	4	700	17	1
80035	2	0	 	 	 	0	 	 
80035	3	7	5	5	4	0	 	 
80035	4	0	 	 	 	 	 	 
80035	5	0	 	 	 	0	 	 
80036	1	1	5	5	5	700	17	3
80036	2	0	 	 	 	0	 	 
80036	3	0	 	 	 	0	 	 
80036	4	1	5	5	5	 	 	 
80036	5	0	 	 	 	0	 	 
80037	1	4	5	5	2	500	17	3
80037	2	0	 	 	 	0	 	 
80037	3	0	 	 	 	0	 	 
80037	4	0	 	 	 	 	 	 
80037	5	0	 	 	 	0	 	 
80038	1	1	5	5	5	150	17	1
80038	2	0	 	 	 	0	 	 
80038	3	0	 	 	 	0	 	 
80038	4	0	 	 	 	 	 	 
80038	5	0	 	 	 	0	 	 
80039	1	4	5	5	5	350	17	1
80039	2	0	 	 	 	0	 	 
80039	3	0	 	 	 	0	 	 
80039	4	0	 	 	 	 	 	 
80039	5	0	 	 	 	0	 	 
80040	1	1	5	5	5	1200	17	3
80040	2	0	 	 	 	0	 	 
80040	3	0	 	 	 	0	 	 
80040	4	0	 	 	 	 	 	 
80040	5	0	 	 	 	0	 	 
80041	1	3	5	5	1	1000	17	3
80041	2	0	 	 	 	0	 	 
80041	3	0	 	 	 	0	 	 
80041	4	0	 	 	 	 	 	 
80041	5	0	 	 	 	0	 	 
80042	1	2	4	5	5	1000	17	3
80042	2	0	 	 	 	0	 	 
80042	3	0	 	 	 	0	 	 
80042	4	0	 	 	 	 	 	 
80042	5	0	 	 	 	0	 	 
80043	1	2	4	5	5	1000	17	3
80043	2	0	 	 	 	0	 	 
80043	3	1	4	5	5	0	 	 
80043	4	1	4	5	5	 	 	 
80043	5	0	 	 	 	0	 	 
80045	1	3	5	5	3	1000	17	3
80045	2	0	 	 	 	0	 	 
80045	3	2	5	5	4	0	 	 
80045	4	0	 	 	 	 	 	 
80045	5	0	 	 	 	0	 	 
80046	1	1	4	5	5	1000	17	3
80046	2	0	 	 	 	0	 	 
80046	3	0	 	 	 	0	 	 
80046	4	0	 	 	 	 	 	 
80046	5	0	 	 	 	0	 	 
80047	1	1	5	5	5	1000	17	3
80047	2	0	 	 	 	0	 	 
80047	3	0	 	 	 	0	 	 
80047	4	0	 	 	 	 	 	 
80047	5	0	 	 	 	0	 	 
80049	1	1	4	5	5	500	17	3
80049	2	0	 	 	 	0	 	 
80049	3	0	 	 	 	0	 	 
80049	4	2	4	5	5	 	 	 
80049	5	0	 	 	 	0	 	 
80050	1	0	 	 	 	500	5	2
80050	2	0	 	 	 	0	 	 
80050	3	0	 	 	 	0	 	 
80050	4	0	 	 	 	 	 	 
80050	5	0	 	 	 	0	 	 
80051	1	2	5	5	2	600	17	3
80051	2	0	 	 	 	0	 	 
80051	3	0	 	 	 	0	 	 
80051	4	0	 	 	 	 	 	 
80051	5	0	 	 	 	0	 	 
80052	1	8	4	5	5	1000	17	3
80052	2	0	 	 	 	0	 	 
80052	3	0	 	 	 	0	 	 
80052	4	0	 	 	 	 	 	 
80052	5	0	 	 	 	0	 	 
80053	1	2	2	5	1	500	17	3
80053	2	0	 	 	 	0	 	 
80053	3	0	 	 	 	0	 	 
80053	4	0	 	 	 	 	 	 
80053	5	0	 	 	 	0	 	 
80054	1	9	5	5	1	1500	17	2
80054	2	0	 	 	 	0	 	 
80054	3	0	 	 	 	0	 	 
80054	4	0	 	 	 	 	 	 
80054	5	0	 	 	 	0	 	 
80055	1	2	5	5	4	1000	17	3
80055	2	0	 	 	 	0	 	 
80055	3	0	 	 	 	0	 	 
80055	4	1	5	5	5	 	 	 
80055	5	0	 	 	 	0	 	 
80056	1	5	5	5	5	600	17	3
80056	2	0	 	 	 	0	 	 
80056	3	0	 	 	 	0	 	 
80056	4	0	 	 	 	 	 	 
80056	5	0	 	 	 	0	 	 
80057	1	3	5	5	5	1000	17	3
80057	2	0	 	 	 	0	 	 
80057	3	0	 	 	 	0	 	 
80057	4	0	 	 	 	 	 	 
80057	5	0	 	 	 	0	 	 
80058	1	8	5	5	2	1000	17	3
80058	2	0	 	 	 	0	 	 
80058	3	0	 	 	 	0	 	 
80058	4	0	 	 	 	 	 	 
80058	5	0	 	 	 	0	 	 
80059	1	2	5	5	4	500	17	3
80059	2	0	 	 	 	0	 	 
80059	3	0	 	 	 	0	 	 
80059	4	0	 	 	 	 	 	 
80059	5	0	 	 	 	0	 	 
80060	1	3	5	5	3	600	17	3
80060	2	0	 	 	 	0	 	 
80060	3	0	 	 	 	0	 	 
80060	4	0	 	 	 	 	 	 
80060	5	0	 	 	 	0	 	 
80061	1	1	2	5	1	384	17	2
80061	2	0	 	 	 	0	 	 
80061	3	0	 	 	 	0	 	 
80061	4	0	 	 	 	 	 	 
80061	5	0	 	 	 	0	 	 
80062	1	1	5	5	5	800	17	3
80062	2	0	 	 	 	0	 	 
80062	3	0	 	 	 	0	 	 
80062	4	0	 	 	 	 	 	 
80062	5	0	 	 	 	0	 	 
80063	1	8	5	5	5	1000	17	3
80063	2	0	 	 	 	0	 	 
80063	3	0	 	 	 	0	 	 
80063	4	0	 	 	 	 	 	 
80063	5	0	 	 	 	0	 	 
80065	1	5	4	5	5	1000	17	3
80065	2	0	 	 	 	0	 	 
80065	3	0	 	 	 	0	 	 
80065	4	1	4	5	5	 	 	 
80065	5	0	 	 	 	0	 	 
80066	1	1	5	5	4	1000	17	3
80066	2	1	5	5	5	0	 	 
80066	3	1	5	5	4	0	 	 
80066	4	2	5	5	5	 	 	 
80066	5	0	 	 	 	0	 	 
80067	1	1	5	5	4	350	17	1
80067	2	0	 	 	 	0	 	 
80067	3	0	 	 	 	0	 	 
80067	4	0	 	 	 	 	 	 
80067	5	0	 	 	 	0	 	 
80068	1	1	5	5	5	0	 	 
80068	2	0	 	 	 	0	 	 
80068	3	0	 	 	 	24	17	1
80068	4	0	 	 	 	 	 	 
80068	5	0	 	 	 	0	 	 
80069	1	4	5	5	5	2	4	3
80069	2	0	 	 	 	0	 	 
80069	3	0	 	 	 	0	 	 
80069	4	0	 	 	 	 	 	 
80069	5	0	 	 	 	0	 	 
80070	1	2	4	5	5	1000	17	3
80070	2	0	 	 	 	0	 	 
80070	3	1	4	5	5	0	 	 
80070	4	0	 	 	 	 	 	 
80070	5	0	 	 	 	0	 	 
80071	1	 	 	 	 	1	5	3
80071	2	 	 	 	 	0	 	 
80071	3	 	 	 	 	0	 	 
80071	4	 	 	 	 	 	 	 
80071	5	 	 	 	 	0	 	 
80072	1	9	4	5	2	1000	17	3
80072	2	0	 	 	 	0	 	 
80072	3	0	 	 	 	0	 	 
80072	4	0	 	 	 	 	 	 
80072	5	0	 	 	 	0	 	 
80073	1	5	5	5	5	.25	5	3
80073	2	0	 	 	 	0	 	 
80073	3	0	 	 	 	0	 	 
80073	4	0	 	 	 	 	 	 
80073	5	0	 	 	 	0	 	 
80074	1	8	4	5	5	1	4	3
80074	2	0	 	 	 	0	 	 
80074	3	0	 	 	 	0	 	 
80074	4	0	 	 	 	 	 	 
80074	5	0	 	 	 	0	 	 
80075	1	1	5	5	5	500	17	3
80075	2	0	 	 	 	0	 	 
80075	3	0	 	 	 	0	 	 
80075	4	0	 	 	 	 	 	 
80075	5	0	 	 	 	0	 	 
80076	1	1	5	5	5	600	17	3
80076	2	0	 	 	 	0	 	 
80076	3	0	 	 	 	0	 	 
80076	4	0	 	 	 	 	 	 
80076	5	0	 	 	 	0	 	 
80078	1	1	5	5	5	700	17	3
80078	2	0	 	 	 	0	 	 
80078	3	0	 	 	 	0	 	 
80078	4	0	 	 	 	 	 	 
80078	5	0	 	 	 	0	 	 
80079	1	1	4	5	5	600	17	3
80079	2	0	 	 	 	0	 	 
80079	3	0	 	 	 	0	 	 
80079	4	1	4	5	5	 	 	 
80079	5	0	 	 	 	0	 	 
80080	1	2	5	5	5	1000	17	3
80080	2	0	 	 	 	0	 	 
80080	3	0	 	 	 	0	 	 
80080	4	0	 	 	 	 	 	 
80080	5	0	 	 	 	0	 	 
80081	1	3	17	5	5	1000	17	3
80081	2	0	 	 	 	0	 	 
80081	3	0	 	 	 	0	 	 
80081	4	0	 	 	 	 	 	 
80081	5	0	 	 	 	0	 	 
80082	1	4	5	5	5	1000	17	3
80082	2	0	 	 	 	0	 	 
80082	3	0	 	 	 	0	 	 
80082	4	1	5	5	5	 	 	 
80082	5	0	 	 	 	0	 	 
80083	1	2	5	5	5	400	17	3
80083	2	0	 	 	 	0	 	 
80083	3	0	 	 	 	0	 	 
80083	4	2	5	5	5	 	 	 
80083	5	0	 	 	 	0	 	 
80084	1	0	 	 	 	1000	17	3
80084	2	0	 	 	 	0	 	 
80084	3	1	4	5	5	0	 	 
80084	4	0	 	 	 	 	 	 
80084	5	0	 	 	 	0	 	 
80085	1	2	4	5	5	.25	4	3
80085	2	0	 	 	 	0	 	 
80085	3	0	 	 	 	0	 	 
80085	4	2	4	5	5	 	 	 
80085	5	0	 	 	 	0	 	 
80086	1	2	5	5	2	1000	17	3
80086	2	0	 	 	 	0	 	 
80086	3	0	 	 	 	0	 	 
80086	4	0	 	 	 	 	 	 
80086	5	0	 	 	 	0	 	 
80087	1	1	4	5	5	500	17	1
80087	2	0	 	 	 	0	 	 
80087	3	2	4	5	5	0	 	 
80087	4	0	 	 	 	 	 	 
80087	5	0	 	 	 	0	 	 
80088	1	4	5	5	5	500	17	3
80088	2	0	 	 	 	0	 	 
80088	3	0	 	 	 	0	 	 
80088	4	0	 	 	 	 	 	 
80088	5	0	 	 	 	0	 	 
80089	1	8	4	5	5	1000	17	3
80089	2	0	 	 	 	0	 	 
80089	3	0	 	 	 	0	 	 
80089	4	2	4	5	5	 	 	 
80089	5	0	 	 	 	0	 	 
80090	1	0	 	 	 	0	 	 
80090	2	0	 	 	 	12	17	1
80090	3	0	 	 	 	0	 	 
80090	4	0	 	 	 	 	 	 
80090	5	0	 	 	 	0	 	 
80091	1	2	4	5	5	.5	4	3
80091	2	0	 	 	 	0	 	 
80091	3	0	 	 	 	0	 	 
80091	4	0	 	 	 	 	 	 
80091	5	0	 	 	 	0	 	 
80092	1	1	5	5	5	1000	17	3
80092	2	0	 	 	 	0	 	 
80092	3	2	5	5	5	0	 	 
80092	4	0	 	 	 	 	 	 
80092	5	0	 	 	 	0	 	 
80093	1	1	4	5	5	1000	17	3
80093	2	0	 	 	 	0	 	 
80093	3	0	 	 	 	0	 	 
80093	4	1	4	5	5	 	 	 
80093	5	0	 	 	 	0	 	 
80094	1	2.5	5	5	5	.5	5	3
80094	2	0	 	 	 	0	 	 
80094	3	2	5	5	1	0	 	 
80094	4	2	5	5	1	 	 	 
80094	5	0	 	 	 	0	 	 
80095	1	4	2	5	1	1	5	3
80095	2	0	 	 	 	0	 	 
80095	3	0	 	 	 	0	 	 
80095	4	0	 	 	 	 	 	 
80095	5	0	 	 	 	0	 	 
80096	1	1	5	5	4	500	17	3
80096	2	0	 	 	 	0	 	 
80096	3	0	 	 	 	0	 	 
80096	4	1	5	5	5	 	 	 
80096	5	0	 	 	 	0	 	 
80097	1	3	4	5	3	1000	17	3
80097	2	0	 	 	 	0	 	 
80097	3	0	 	 	 	0	 	 
80097	4	0	 	 	 	 	 	 
80097	5	0	 	 	 	0	 	 
80098	1	2	4	5	4	1000	17	3
80098	2	0	 	 	 	0	 	 
80098	3	0	 	 	 	0	 	 
80098	4	0	 	 	 	 	 	 
80098	5	0	 	 	 	0	 	 
80099	1	1.25	2	5	5	500	17	3
80099	2	0	 	 	 	0	 	 
80099	3	0	 	 	 	0	 	 
80099	4	0	 	 	 	 	 	 
80099	5	0	 	 	 	0	 	 
80100	1	1	5	5	5	1000	17	3
80100	2	0	 	 	 	0	 	 
80100	3	1	5	5	5	0	 	 
80100	4	0	 	 	 	 	 	 
80100	5	0	 	 	 	0	 	 
90001	1	1	4	5	5	1000	17	2
90001	2	0	 	 	 	0	 	 
90001	3	2	4	5	5	0	 	 
90001	4	0	 	 	 	 	 	 
90001	5	0	 	 	 	0	 	 
90002	1	2	5	5	5	200	17	2
90002	2	0	 	 	 	0	 	 
90002	3	8	5	5	4	0	 	 
90002	4	0	 	 	 	 	 	 
90002	5	0	 	 	 	0	 	 
90003	1	6	4	5	5	1000	17	3
90003	2	0	 	 	 	0	 	 
90003	3	2	4	5	5	0	 	 
90003	4	0	 	 	 	 	 	 
90003	5	0	 	 	 	0	 	 
90004	1	0	 	 	 	500	17	2
90004	2	0	 	 	 	0	 	 
90004	3	5	4	5	5	0	 	 
