CHILDCODE	LANDIDR5	TOTINDR5	USEINDR5	TOTLNDR5	USERANR5	USEDRYR5	PRIRRR5
120027	3	0	 	0	 	 	 
120027	4	 	 	2	5	5	4
120027	5	0	 	0	 	 	 
120028	1	.0299999993294477	1	4	11	11	 
120028	2	0	 	0	 	 	 
120028	3	0	 	0	 	 	 
120028	4	 	 	0	 	 	 
120028	5	0	 	0	 	 	 
120029	1	.0199999995529652	1	4.69999980926514	11	11	 
120029	2	0	 	0	 	 	 
120029	3	0	 	0	 	 	 
120029	4	 	 	0	 	 	 
120029	5	0	 	0	 	 	 
120030	1	.0299999993294477	1	0	 	 	 
120030	2	0	 	0	 	 	 
120030	3	0	 	0	 	 	 
120030	4	 	 	0	 	 	 
120030	5	0	 	0	 	 	 
120031	1	.0199999995529652	1	4.5	5	11	 
120031	2	0	 	0	 	 	 
120031	3	0	 	0	 	 	 
120031	4	 	 	0	 	 	 
120031	5	0	 	0	 	 	 
120032	1	.0199999995529652	1	0	 	 	 
120032	2	0	 	0	 	 	 
120032	3	0	 	0	 	 	 
120032	4	 	 	0	 	 	 
120032	5	0	 	0	 	 	 
120033	1	.0500000007450581	1	2.5	5	5	4
120033	2	0	 	0	 	 	 
120033	3	0	 	0	 	 	 
120033	4	 	 	0	 	 	 
120033	5	0	 	0	 	 	 
120034	1	.0199999995529652	1	5	11	11	 
120034	2	0	 	0	 	 	 
120034	3	0	 	0	 	 	 
120034	4	 	 	0	 	 	 
120034	5	0	 	0	 	 	 
120035	1	.0199999995529652	1	6	5	5	3
120035	2	0	 	0	 	 	 
120035	3	0	 	0	 	 	 
120035	4	 	 	0	 	 	 
120035	5	0	 	0	 	 	 
120036	1	.0199999995529652	4	5	11	11	 
120036	2	0	 	0	 	 	 
120036	3	0	 	0	 	 	 
120036	4	 	 	0	 	 	 
120036	5	0	 	0	 	 	 
120037	1	.0199999995529652	1	5	11	11	 
120037	2	0	 	0	 	 	 
120037	3	0	 	0	 	 	 
120037	4	 	 	0	 	 	 
120037	5	0	 	0	 	 	 
120038	1	.0199999995529652	1	 	 	 	 
120038	2	0	 	 	 	 	 
120038	3	0	 	 	 	 	 
120038	4	 	 	 	 	 	 
120038	5	0	 	 	 	 	 
120039	1	.0199999995529652	1	0	 	 	 
120039	2	0	 	0	 	 	 
120039	3	0	 	0	 	 	 
120039	4	 	 	0	 	 	 
120039	5	0	 	0	 	 	 
120040	1	.0199999995529652	1	0	 	 	 
120040	2	0	 	0	 	 	 
120040	3	0	 	0	 	 	 
120040	4	 	 	0	 	 	 
120040	5	0	 	0	 	 	 
120041	1	.0399999991059303	1	2	5	11	 
120041	2	0	 	0	 	 	 
120041	3	0	 	0	 	 	 
120041	4	 	 	3	5	11	 
120041	5	0	 	0	 	 	 
120042	1	.0299999993294477	1	1	5	5	4
120042	2	0	 	0	 	 	 
120042	3	0	 	0	 	 	 
120042	4	 	 	0	 	 	 
120042	5	0	 	0	 	 	 
120043	1	.0199999995529652	1	0	 	 	 
120043	2	0	 	0	 	 	 
120043	3	0	 	0	 	 	 
120043	4	 	 	0	 	 	 
120043	5	0	 	0	 	 	 
120044	1	.0299999993294477	1	5.25	5	11	 
120044	2	0	 	0	 	 	 
120044	3	0	 	0	 	 	 
120044	4	 	 	0	 	 	 
120044	5	0	 	0	 	 	 
120045	1	.119999997317791	1	2	5	11	 
120045	2	0	 	0	 	 	 
120045	3	0	 	0	 	 	 
120045	4	 	 	0	 	 	 
120045	5	0	 	0	 	 	 
120046	1	.0199999995529652	1	4.19999980926514	5	11	 
120046	2	0	 	0	 	 	 
120046	3	0	 	0	 	 	 
120046	4	 	 	0	 	 	 
120046	5	0	 	0	 	 	 
120047	1	.0199999995529652	1	.5	5	11	 
120047	2	0	 	0	 	 	 
120047	3	0	 	0	 	 	 
120047	4	 	 	0	 	 	 
120047	5	0	 	0	 	 	 
120048	1	.0399999991059303	1	5	5	11	 
120048	2	0	 	0	 	 	 
120048	3	0	 	0	 	 	 
120048	4	 	 	0	 	 	 
120048	5	0	 	0	 	 	 
120049	1	.0299999993294477	1	2	5	11	 
120049	2	0	 	0	 	 	 
120049	3	0	 	0	 	 	 
120049	4	 	 	0	 	 	 
120049	5	0	 	0	 	 	 
120050	1	.0199999995529652	1	1.5	11	11	 
120050	2	0	 	0	 	 	 
120050	3	0	 	0	 	 	 
120050	4	 	 	0	 	 	 
120050	5	0	 	0	 	 	 
120051	1	.0500000007450581	1	3	5	11	 
120051	2	0	 	0	 	 	 
120051	3	0	 	0	 	 	 
120051	4	 	 	0	 	 	 
120051	5	0	 	0	 	 	 
120052	1	.0399999991059303	1	30	5	11	 
120052	2	0	 	0	 	 	 
120052	3	0	 	0	 	 	 
120052	4	 	 	0	 	 	 
120052	5	0	 	0	 	 	 
120053	1	.0199999995529652	1	0	 	 	 
120053	2	0	 	0	 	 	 
120053	3	0	 	0	 	 	 
120053	4	 	 	0	 	 	 
120053	5	0	 	0	 	 	 
120054	1	.0399999991059303	1	2	5	11	 
120054	2	0	 	0	 	 	 
120054	3	0	 	0	 	 	 
120054	4	 	 	0	 	 	 
120054	5	0	 	0	 	 	 
120055	1	.0500000007450581	1	0	 	 	 
120055	2	0	 	0	 	 	 
120055	3	0	 	0	 	 	 
120055	4	 	 	0	 	 	 
120055	5	0	 	0	 	 	 
120056	1	.0700000002980232	1	11	5	11	 
120056	2	0	 	0	 	 	 
120056	3	0	 	0	 	 	 
120056	4	 	 	0	 	 	 
120056	5	0	 	0	 	 	 
120057	1	.0199999995529652	1	1.5	5	11	 
120057	2	0	 	0	 	 	 
120057	3	0	 	0	 	 	 
120057	4	 	 	0	 	 	 
120057	5	0	 	0	 	 	 
120058	1	.0199999995529652	1	3	5	11	 
120058	2	0	 	0	 	 	 
120058	3	0	 	0	 	 	 
120058	4	 	 	0	 	 	 
120058	5	0	 	0	 	 	 
120059	1	.0399999991059303	1	10	5	5	1
120059	2	0	 	0	 	 	 
120059	3	0	 	0	 	 	 
120059	4	 	 	0	 	 	 
120059	5	0	 	0	 	 	 
120060	1	.0199999995529652	1	2	11	11	 
120060	2	0	 	0	 	 	 
120060	3	0	 	0	 	 	 
120060	4	 	 	0	 	 	 
120060	5	0	 	0	 	 	 
120061	1	.0500000007450581	1	9.22999954223633	5	11	 
120061	2	0	 	0	 	 	 
120061	3	0	 	0	 	 	 
120061	4	 	 	0	 	 	 
120061	5	0	 	0	 	 	 
120062	1	.0199999995529652	1	1	5	11	 
120062	2	0	 	0	 	 	 
120062	3	0	 	0	 	 	 
120062	4	 	 	4	5	11	 
120062	5	0	 	0	 	 	 
120063	1	.0199999995529652	1	0	 	 	 
120063	2	0	 	0	 	 	 
120063	3	0	 	0	 	 	 
120063	4	 	 	0	 	 	 
120063	5	0	 	0	 	 	 
120064	1	.0199999995529652	1	0	 	 	 
120064	2	0	 	0	 	 	 
120064	3	0	 	0	 	 	 
120064	4	 	 	0	 	 	 
120064	5	0	 	0	 	 	 
120065	1	.0199999995529652	1	8.5	5	11	 
120065	2	0	 	0	 	 	 
120065	3	0	 	0	 	 	 
120065	4	 	 	0	 	 	 
120065	5	0	 	0	 	 	 
120066	1	.0299999993294477	1	0	 	 	 
120066	2	0	 	0	 	 	 
120066	3	0	 	2	11	5	4
120066	4	 	 	0	 	 	 
120066	5	0	 	0	 	 	 
120067	1	0	 	1	11	11	 
120067	2	0	 	0	 	 	 
120067	3	0	 	0	 	 	 
120067	4	 	 	0	 	 	 
120067	5	0	 	0	 	 	 
120068	1	.0399999991059303	1	4.5	5	5	1
120068	2	0	 	0	 	 	 
120068	3	0	 	0	 	 	 
120068	4	 	 	0	 	 	 
120068	5	0	 	0	 	 	 
120069	1	.0299999993294477	1	9	5	11	 
120069	2	0	 	0	 	 	 
120069	3	0	 	0	 	 	 
120069	4	 	 	0	 	 	 
120069	5	0	 	0	 	 	 
120070	1	.0500000007450581	1	1	11	11	 
120070	2	0	 	0	 	 	 
120070	3	0	 	3	5	5	4
120070	4	 	 	0	 	 	 
120070	5	0	 	0	 	 	 
120071	1	.0199999995529652	1	0	 	 	 
120071	2	0	 	0	 	 	 
120071	3	0	 	0	 	 	 
120071	4	 	 	0	 	 	 
120071	5	0	 	0	 	 	 
120072	1	.0399999991059303	1	2	5	11	 
120072	2	0	 	0	 	 	 
120072	3	0	 	0	 	 	 
120072	4	 	 	1	5	11	 
120072	5	0	 	0	 	 	 
120073	1	.0199999995529652	1	2	5	11	 
120073	2	0	 	0	 	 	 
120073	3	0	 	1	5	5	4
120073	4	 	 	0	 	 	 
120073	5	0	 	0	 	 	 
120074	1	.0199999995529652	1	3	5	11	 
120074	2	0	 	0	 	 	 
120074	3	0	 	0	 	 	 
120074	4	 	 	0	 	 	 
120074	5	0	 	0	 	 	 
120075	1	.00999999977648258	1	2.5	5	11	 
120075	2	0	 	0	 	 	 
120075	3	0	 	0	 	 	 
120075	4	 	 	0	 	 	 
120075	5	0	 	0	 	 	 
120076	1	.0299999993294477	1	0	 	 	 
120076	2	0	 	0	 	 	 
120076	3	0	 	0	 	 	 
120076	4	 	 	0	 	 	 
120076	5	0	 	0	 	 	 
120077	1	.0199999995529652	1	1	5	11	 
120077	2	0	 	0	 	 	 
120077	3	0	 	0	 	 	 
120077	4	 	 	0	 	 	 
120077	5	0	 	0	 	 	 
120078	1	.0199999995529652	1	75	11	11	 
120078	2	0	 	0	 	 	 
120078	3	0	 	0	 	 	 
120078	4	 	 	0	 	 	 
120078	5	0	 	0	 	 	 
120079	1	.0199999995529652	1	0	 	 	 
120079	2	0	 	0	 	 	 
120079	3	0	 	0	 	 	 
120079	4	 	 	0	 	 	 
120079	5	0	 	0	 	 	 
120080	1	.00999999977648258	1	 	 	 	 
120080	2	0	 	 	 	 	 
120080	3	0	 	 	 	 	 
120080	4	 	 	 	 	 	 
120080	5	0	 	 	 	 	 
120081	1	.0299999993294477	1	0	 	 	 
120081	2	0	 	0	 	 	 
120081	3	0	 	0	 	 	 
120081	4	 	 	0	 	 	 
120081	5	0	 	0	 	 	 
120082	1	.0299999993294477	1	0	 	 	 
120082	2	0	 	0	 	 	 
120082	3	0	 	0	 	 	 
120082	4	 	 	0	 	 	 
120082	5	0	 	0	 	 	 
120083	1	.0199999995529652	1	3	10	11	 
120083	2	0	 	0	 	 	 
120083	3	0	 	0	 	 	 
120083	4	 	 	0	 	 	 
120083	5	0	 	0	 	 	 
120084	1	.0299999993294477	1	3	5	11	 
120084	2	0	 	0	 	 	 
120084	3	0	 	0	 	 	 
120084	4	 	 	3	5	11	 
120084	5	0	 	0	 	 	 
120085	1	.0399999991059303	1	4	5	11	 
120085	2	0	 	0	 	 	 
120085	3	0	 	0	 	 	 
120085	4	 	 	0	 	 	 
120085	5	0	 	0	 	 	 
120086	1	.0199999995529652	1	4	11	11	 
120086	2	0	 	0	 	 	 
120086	3	0	 	0	 	 	 
120086	4	 	 	0	 	 	 
120086	5	0	 	0	 	 	 
120087	1	.0199999995529652	1	1.5	11	11	 
120087	2	0	 	0	 	 	 
120087	3	0	 	0	 	 	 
120087	4	 	 	0	 	 	 
120087	5	0	 	0	 	 	 
120088	1	.0199999995529652	1	2	5	11	 
120088	2	0	 	0	 	 	 
120088	3	0	 	0	 	 	 
120088	4	 	 	0	 	 	 
120088	5	0	 	0	 	 	 
120089	1	.0199999995529652	1	0	 	 	 
120089	2	0	 	0	 	 	 
120089	3	0	 	0	 	 	 
120089	4	 	 	0	 	 	 
120089	5	0	 	0	 	 	 
120090	1	.0399999991059303	1	5	11	11	 
120090	2	0	 	0	 	 	 
120090	3	0	 	0	 	 	 
120090	4	 	 	0	 	 	 
120090	5	0	 	0	 	 	 
120091	1	.0299999993294477	1	3	5	11	 
120091	2	0	 	0	 	 	 
120091	3	0	 	0	 	 	 
120091	4	 	 	0	 	 	 
120091	5	0	 	0	 	 	 
120092	1	.0299999993294477	1	0	 	 	 
120092	2	0	 	0	 	 	 
120092	3	0	 	0	 	 	 
120092	4	 	 	0	 	 	 
120092	5	0	 	0	 	 	 
120093	1	.0199999995529652	1	0	 	 	 
120093	2	0	 	0	 	 	 
120093	3	0	 	0	 	 	 
120093	4	 	 	0	 	 	 
120093	5	0	 	0	 	 	 
120094	1	.00999999977648258	1	3	11	11	 
120094	2	0	 	0	 	 	 
120094	3	0	 	0	 	 	 
120094	4	 	 	0	 	 	 
120094	5	0	 	0	 	 	 
120095	1	.0199999995529652	1	1	11	11	 
120095	2	0	 	0	 	 	 
120095	3	0	 	0	 	 	 
120095	4	 	 	0	 	 	 
120095	5	0	 	0	 	 	 
120096	1	.0299999993294477	1	0	 	 	 
120096	2	0	 	0	 	 	 
120096	3	0	 	0	 	 	 
120096	4	 	 	0	 	 	 
120096	5	0	 	0	 	 	 
120097	1	.0399999991059303	1	0	 	 	 
120097	2	0	 	0	 	 	 
120097	3	0	 	0	 	 	 
120097	4	 	 	0	 	 	 
120097	5	0	 	0	 	 	 
120098	1	.0399999991059303	1	4.5	11	11	 
120098	2	0	 	0	 	 	 
120098	3	0	 	0	 	 	 
120098	4	 	 	2.5	5	11	 
120098	5	0	 	0	 	 	 
120099	1	.0299999993294477	1	4.5	5	11	 
120099	2	0	 	0	 	 	 
120099	3	0	 	0	 	 	 
120099	4	 	 	0	 	 	 
120099	5	0	 	0	 	 	 
120100	1	.0199999995529652	1	4	5	11	 
120100	2	0	 	0	 	 	 
120100	3	0	 	0	 	 	 
120100	4	 	 	0	 	 	 
120100	5	0	 	0	 	 	 
120101	1	.0299999993294477	1	0	 	 	 
120101	2	0	 	0	 	 	 
120101	3	0	 	0	 	 	 
120101	4	 	 	0	 	 	 
120101	5	0	 	0	 	 	 
120102	1	.0299999993294477	1	0	 	 	 
120102	2	0	 	0	 	 	 
120102	3	0	 	0	 	 	 
120102	4	 	 	0	 	 	 
120102	5	0	 	0	 	 	 
130002	1	.0500000007450581	1	4	5	5	1
130002	2	0	 	0	 	 	 
130002	3	0	 	0	 	 	 
130002	4	 	 	.5	5	5	4
130002	5	0	 	0	 	 	 
130003	1	.0299999993294477	1	2	5	11	 
130003	2	0	 	0	 	 	 
130003	3	0	 	0	 	 	 
130003	4	 	 	0	 	 	 
130003	5	0	 	0	 	 	 
130004	1	.0500000007450581	1	1.5	5	5	1
130004	2	0	 	0	 	 	 
130004	3	0	 	0	 	 	 
130004	4	 	 	0	 	 	 
130004	5	0	 	0	 	 	 
130005	1	.0299999993294477	1	4	11	11	 
130005	2	0	 	0	 	 	 
130005	3	0	 	0	 	 	 
130005	4	 	 	0	 	 	 
130005	5	0	 	0	 	 	 
130006	1	.0299999993294477	1	2	5	11	 
130006	2	0	 	0	 	 	 
130006	3	0	 	0	 	 	 
130006	4	 	 	1	5	11	 
130006	5	0	 	0	 	 	 
130007	1	.0399999991059303	1	1	5	5	1
130007	2	0	 	0	 	 	 
130007	3	0	 	2	5	11	 
130007	4	 	 	0	 	 	 
130007	5	0	 	0	 	 	 
130008	1	.0299999993294477	1	1.25	5	5	4
130008	2	0	 	0	 	 	 
130008	3	0	 	0	 	 	 
130008	4	 	 	0	 	 	 
130008	5	0	 	0	 	 	 
130009	1	.0500000007450581	1	5	5	5	1
130009	2	0	 	0	 	 	 
130009	3	0	 	0	 	 	 
130009	4	 	 	0	 	 	 
130009	5	0	 	0	 	 	 
130010	1	.0700000002980232	1	6	5	5	1
130010	2	0	 	0	 	 	 
130010	3	0	 	0	 	 	 
130010	4	 	 	0	 	 	 
130010	5	0	 	0	 	 	 
130011	1	.0900000035762787	1	1	5	11	 
130011	2	0	 	0	 	 	 
130011	3	0	 	0	 	 	 
130011	4	 	 	0	 	 	 
130011	5	0	 	0	 	 	 
130012	1	7.5	1	2	5	5	2
130012	2	0	 	0	 	 	 
130012	3	0	 	0	 	 	 
130012	4	 	 	0	 	 	 
130012	5	0	 	0	 	 	 
130013	1	.200000002980232	1	3.40000009536743	5	11	 
130013	2	0	 	0	 	 	 
130013	3	0	 	0	 	 	 
130013	4	 	 	0	 	 	 
130013	5	0	 	0	 	 	 
130015	1	.0199999995529652	1	7	5	11	 
130015	2	0	 	0	 	 	 
130015	3	0	 	0	 	 	 
130015	4	 	 	0	 	 	 
130015	5	0	 	0	 	 	 
130016	1	.0299999993294477	1	5	5	11	 
130016	2	0	 	0	 	 	 
130016	3	0	 	0	 	 	 
130016	4	 	 	0	 	 	 
130016	5	0	 	0	 	 	 
130018	1	.0599999986588955	1	9	5	11	 
130018	2	0	 	0	 	 	 
130018	3	0	 	0	 	 	 
130018	4	 	 	0	 	 	 
130018	5	0	 	0	 	 	 
130019	1	0	 	2.13000011444092	5	5	2
130019	2	.0199999995529652	1	0	 	 	 
130019	3	0	 	0	 	 	 
130019	4	 	 	0	 	 	 
130019	5	0	 	0	 	 	 
130020	1	.0299999993294477	1	4	5	11	 
130020	2	0	 	0	 	 	 
130020	3	0	 	0	 	 	 
130020	4	 	 	0	 	 	 
130020	5	0	 	0	 	 	 
130021	1	0	 	0	 	 	 
130021	2	0	 	0	 	 	 
130021	3	0	 	0	 	 	 
130021	4	 	 	1	5	5	4
130021	5	0	 	0	 	 	 
130022	1	.0500000007450581	1	15	5	5	2
130022	2	0	 	0	 	 	 
130022	3	0	 	0	 	 	 
130022	4	 	 	0	 	 	 
130022	5	0	 	0	 	 	 
130023	1	.0500000007450581	1	.5	5	5	4
130023	2	0	 	0	 	 	 
130023	3	0	 	0	 	 	 
130023	4	 	 	0	 	 	 
130023	5	0	 	0	 	 	 
130024	1	.0299999993294477	1	6	11	11	 
130024	2	0	 	0	 	 	 
130024	3	0	 	0	 	 	 
130024	4	 	 	0	 	 	 
130024	5	0	 	0	 	 	 
130025	1	.0500000007450581	1	10	5	11	 
130025	2	0	 	0	 	 	 
130025	3	0	 	0	 	 	 
130025	4	 	 	0	 	 	 
130025	5	0	 	0	 	 	 
130026	1	.0500000007450581	1	4	5	11	 
130026	2	0	 	0	 	 	 
130026	3	0	 	0	 	 	 
130026	4	 	 	0	 	 	 
130026	5	0	 	0	 	 	 
130027	1	.0299999993294477	4	0	 	 	 
130027	2	0	 	0	 	 	 
130027	3	0	 	0	 	 	 
130027	4	 	 	0	 	 	 
130027	5	0	 	0	 	 	 
130028	1	.0299999993294477	1	0	 	 	 
130028	2	0	 	0	 	 	 
130028	3	0	 	0	 	 	 
130028	4	 	 	0	 	 	 
130028	5	0	 	0	 	 	 
130029	1	.0199999995529652	1	1.5	5	11	 
130029	2	0	 	0	 	 	 
130029	3	0	 	0	 	 	 
130029	4	 	 	0	 	 	 
130029	5	0	 	0	 	 	 
130030	1	.0399999991059303	1	0	 	 	 
130030	2	0	 	0	 	 	 
130030	3	0	 	0	 	 	 
130030	4	 	 	0	 	 	 
130030	5	0	 	0	 	 	 
130031	1	0	 	 	 	 	 
130031	2	0	 	 	 	 	 
130031	3	0	 	 	 	 	 
130031	4	 	 	 	 	 	 
130031	5	0	 	 	 	 	 
130032	1	.0500000007450581	1	3.34999990463257	5	11	 
130032	2	0	 	0	 	 	 
130032	3	0	 	0	 	 	 
130032	4	 	 	0	 	 	 
130032	5	0	 	0	 	 	 
130033	1	.0399999991059303	1	3.59999990463257	5	5	1
130033	2	0	 	0	 	 	 
130033	3	0	 	0	 	 	 
130033	4	 	 	0	 	 	 
130033	5	0	 	0	 	 	 
130034	1	.0299999993294477	1	1	5	11	 
130034	2	0	 	0	 	 	 
130034	3	0	 	0	 	 	 
130034	4	 	 	0	 	 	 
130034	5	0	 	0	 	 	 
130035	1	0	 	 	 	 	 
130035	2	0	 	 	 	 	 
130035	3	0	 	 	 	 	 
130035	4	 	 	 	 	 	 
130035	5	0	 	 	 	 	 
130036	1	.0199999995529652	1	0	 	 	 
130036	2	0	 	0	 	 	 
130036	3	0	 	0	 	 	 
130036	4	 	 	0	 	 	 
130036	5	0	 	0	 	 	 
130037	1	.0199999995529652	1	1	11	11	 
130037	2	0	 	0	 	 	 
130037	3	0	 	0	 	 	 
130037	4	 	 	0	 	 	 
130037	5	0	 	0	 	 	 
130038	1	.0199999995529652	1	4	5	11	 
130038	2	0	 	0	 	 	 
130038	3	0	 	0	 	 	 
130038	4	 	 	0	 	 	 
130038	5	0	 	0	 	 	 
130039	1	.0500000007450581	1	0	 	 	 
130039	2	0	 	0	 	 	 
130039	3	0	 	0	 	 	 
130039	4	 	 	0	 	 	 
130039	5	0	 	0	 	 	 
130040	1	.0399999991059303	1	2	5	11	 
130040	2	0	 	0	 	 	 
130040	3	0	 	0	 	 	 
130040	4	 	 	0	 	 	 
130040	5	0	 	0	 	 	 
130041	1	.0199999995529652	1	2	11	11	 
130041	2	0	 	0	 	 	 
130041	3	0	 	0	 	 	 
130041	4	 	 	0	 	 	 
130041	5	0	 	0	 	 	 
130042	1	.0599999986588955	1	5	5	11	 
130042	2	0	 	0	 	 	 
130042	3	0	 	0	 	 	 
130042	4	 	 	0	 	 	 
130042	5	0	 	0	 	 	 
130043	1	.0199999995529652	1	0	 	 	 
130043	2	0	 	0	 	 	 
130043	3	0	 	0	 	 	 
130043	4	 	 	0	 	 	 
130043	5	0	 	0	 	 	 
130044	1	.00999999977648258	1	0	 	 	 
130044	2	0	 	0	 	 	 
130044	3	0	 	0	 	 	 
130044	4	 	 	0	 	 	 
130044	5	0	 	0	 	 	 
130045	1	.0599999986588955	1	8	5	11	 
130045	2	0	 	0	 	 	 
130045	3	0	 	0	 	 	 
130045	4	 	 	0	 	 	 
130045	5	0	 	0	 	 	 
130046	1	.0799999982118607	1	5	5	11	 
130046	2	0	 	0	 	 	 
130046	3	0	 	0	 	 	 
130046	4	 	 	0	 	 	 
130046	5	0	 	0	 	 	 
130047	1	.0199999995529652	1	3	10	11	 
130047	2	0	 	0	 	 	 
130047	3	0	 	0	 	 	 
130047	4	 	 	0	 	 	 
130047	5	0	 	0	 	 	 
130048	1	.0399999991059303	1	1	11	11	 
130048	2	0	 	0	 	 	 
130048	3	0	 	2	5	11	 
130048	4	 	 	0	 	 	 
130048	5	0	 	0	 	 	 
130049	1	.0399999991059303	1	2	5	11	 
130049	2	0	 	0	 	 	 
130049	3	0	 	0	 	 	 
130049	4	 	 	0	 	 	 
130049	5	0	 	0	 	 	 
130050	1	.0799999982118607	1	2.5	5	11	 
130050	2	0	 	0	 	 	 
130050	3	0	 	0	 	 	 
130050	4	 	 	0	 	 	 
130050	5	0	 	0	 	 	 
130051	1	.0199999995529652	1	1.5	11	11	 
130051	2	0	 	0	 	 	 
130051	3	0	 	0	 	 	 
130051	4	 	 	0	 	 	 
130051	5	0	 	0	 	 	 
130052	1	.0299999993294477	1	0	 	 	 
130052	2	0	 	0	 	 	 
130052	3	0	 	0	 	 	 
130052	4	 	 	0	 	 	 
130052	5	0	 	0	 	 	 
130053	1	.0299999993294477	1	2	5	11	 
130053	2	0	 	0	 	 	 
130053	3	0	 	0	 	 	 
130053	4	 	 	1	5	11	 
130053	5	0	 	0	 	 	 
130054	1	.0299999993294477	1	0	 	 	 
130054	2	0	 	0	 	 	 
130054	3	0	 	0	 	 	 
130054	4	 	 	0	 	 	 
130054	5	0	 	0	 	 	 
130055	1	.0500000007450581	1	0	 	 	 
130055	2	0	 	0	 	 	 
130055	3	0	 	1.5	5	11	 
130055	4	 	 	0	 	 	 
130055	5	0	 	0	 	 	 
130056	1	.0399999991059303	1	0	 	 	 
130056	2	0	 	0	 	 	 
130056	3	0	 	0	 	 	 
130056	4	 	 	0	 	 	 
130056	5	0	 	0	 	 	 
130057	1	.0199999995529652	1	1.39999997615814	5	11	 
130057	2	0	 	0	 	 	 
130057	3	0	 	1.29999995231628	5	11	 
130057	4	 	 	0	 	 	 
130057	5	0	 	0	 	 	 
130058	1	.0199999995529652	1	0	 	 	 
130058	2	0	 	0	 	 	 
130058	3	0	 	2	5	11	 
130058	4	 	 	0	 	 	 
130058	5	0	 	0	 	 	 
130059	1	.0199999995529652	1	1	5	11	 
130059	2	0	 	0	 	 	 
130059	3	0	 	2	5	11	 
130059	4	 	 	0	 	 	 
130059	5	0	 	0	 	 	 
130060	1	.0299999993294477	1	.300000011920929	11	11	 
130060	2	0	 	0	 	 	 
130060	3	0	 	0	 	 	 
130060	4	 	 	0	 	 	 
130060	5	0	 	0	 	 	 
130061	1	.0299999993294477	1	2.40000009536743	5	5	2
130061	2	0	 	0	 	 	 
130061	3	0	 	0	 	 	 
130061	4	 	 	0	 	 	 
130061	5	0	 	0	 	 	 
130062	1	.0199999995529652	1	3	5	11	 
130062	2	0	 	0	 	 	 
130062	3	0	 	0	 	 	 
130062	4	 	 	0	 	 	 
130062	5	0	 	0	 	 	 
130063	1	.0399999991059303	1	16	5	5	1
130063	2	0	 	0	 	 	 
130063	3	0	 	0	 	 	 
130063	4	 	 	0	 	 	 
130063	5	0	 	0	 	 	 
130064	1	.0399999991059303	1	2	11	11	 
130064	2	.00999999977648258	1	0	 	 	 
130064	3	0	 	0	 	 	 
130064	4	 	 	0	 	 	 
130064	5	0	 	0	 	 	 
130065	1	.0199999995529652	1	5	5	5	2
130065	2	0	 	0	 	 	 
130065	3	0	 	0	 	 	 
130065	4	 	 	0	 	 	 
130065	5	0	 	0	 	 	 
130066	1	.0199999995529652	1	2.5	5	11	 
130066	2	0	 	0	 	 	 
130066	3	0	 	0	 	 	 
130066	4	 	 	0	 	 	 
130066	5	0	 	0	 	 	 
130067	1	.0199999995529652	1	1.25	5	11	 
130067	2	0	 	0	 	 	 
130067	3	0	 	0	 	 	 
130067	4	 	 	0	 	 	 
130067	5	0	 	0	 	 	 
130068	1	.0500000007450581	1	3	5	5	1
130068	2	0	 	0	 	 	 
130068	3	0	 	.75	5	5	4
130068	4	 	 	0	 	 	 
130068	5	0	 	0	 	 	 
130069	1	.0299999993294477	1	.5	11	11	 
130069	2	0	 	0	 	 	 
130069	3	0	 	0	 	 	 
130069	4	 	 	0	 	 	 
130069	5	0	 	0	 	 	 
130070	1	.0500000007450581	1	2.35999989509583	5	11	 
130070	2	0	 	0	 	 	 
130070	3	0	 	0	 	 	 
130070	4	 	 	0	 	 	 
130070	5	0	 	0	 	 	 
130071	1	.0299999993294477	1	0	 	 	 
130071	2	0	 	0	 	 	 
130071	3	0	 	0	 	 	 
130071	4	 	 	0	 	 	 
130071	5	0	 	0	 	 	 
130072	1	.0199999995529652	1	2	5	5	2
130072	2	0	 	0	 	 	 
130072	3	0	 	0	 	 	 
130072	4	 	 	0	 	 	 
130072	5	0	 	0	 	 	 
130073	1	.0399999991059303	1	1.5	5	11	 
130073	2	0	 	0	 	 	 
130073	3	0	 	0	 	 	 
130073	4	 	 	0	 	 	 
130073	5	0	 	0	 	 	 
130074	1	.0299999993294477	1	1	5	11	 
130074	2	0	 	0	 	 	 
130074	3	0	 	0	 	 	 
130074	4	 	 	0	 	 	 
130074	5	0	 	0	 	 	 
130075	1	.0299999993294477	1	2	11	11	 
130075	2	0	 	0	 	 	 
130075	3	0	 	0	 	 	 
130075	4	 	 	0	 	 	 
130075	5	0	 	0	 	 	 
130076	1	.0500000007450581	1	.75	5	11	 
130076	2	0	 	0	 	 	 
130076	3	0	 	0	 	 	 
130076	4	 	 	0	 	 	 
130076	5	0	 	0	 	 	 
130077	1	.0500000007450581	1	8	10	11	 
130077	2	0	 	0	 	 	 
130077	3	0	 	0	 	 	 
130077	4	 	 	0	 	 	 
130077	5	0	 	0	 	 	 
130078	1	.0299999993294477	11	0	 	 	 
130078	2	0	 	0	 	 	 
130078	3	0	 	0	 	 	 
130078	4	 	 	1.5	5	5	2
130078	5	0	 	0	 	 	 
130079	1	.0199999995529652	1	0	 	 	 
130079	2	0	 	0	 	 	 
130079	3	0	 	0	 	 	 
130079	4	 	 	0	 	 	 
130079	5	0	 	0	 	 	 
130080	1	.0199999995529652	1	1.60000002384186	5	11	 
130080	2	0	 	0	 	 	 
